"CHEMICAL_ID_NUMBER","STRIPPED_CHEMICAL_ID_NUMBER","Nat_Agg_PV","Nat_Agg_PPV_2014","Nat_Agg_PPV_2013","Nat_Agg_PPV_2012"
"8008-20-6","8008206","170,000,000,000 - <180,000,000,000 lbs","160,000,000,000 - <170,000,000,000 lbs","160,000,000,000 - <170,000,000,000 lbs","160,000,000,000 - <170,000,000,000 lbs"
"8008-26-2","8008262","<1,000,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"8008-45-5","8008455","                         0 lbs","        63,426 lbs","        48,986 lbs","        46,297 lbs"
"8008-51-3","8008513","                         0 lbs","        56,350 lbs","        39,683 lbs","        28,968 lbs"
"8008-56-8","8008568","25,000 - <100,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8008-57-9","8008579","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"8008-74-0","8008740","                         0 lbs","        35,273 lbs","             0 lbs","             0 lbs"
"8008-79-5","8008795","                   143,195 lbs","       124,375 lbs","       135,971 lbs","        90,322 lbs"
"8009-03-8","8009038","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"80-09-1","80091","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"80-10-4","80104","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8012-89-3","8012893","                    29,100 lbs","       120,756 lbs","        58,806 lbs","        18,352 lbs"
"8012-95-1","8012951","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs"
"8013-07-8","8013078","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"8013-75-0","8013750","                   214,000 lbs","       350,000 lbs","     1,890,000 lbs","     2,800,000 lbs"
"8014-09-3","8014093","500,000 - <1,000,000 lbs","500,000 - <1,000,000 lbs","25,000 - <100,000 lbs","100,000 - <500,000 lbs"
"8014-17-3","8014173","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8014-19-5","8014195","                         0 lbs","         3,175 lbs","        27,513 lbs","        10,505 lbs"
"80146-13-0","80146130","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"80146-17-4","80146174","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8014-95-7","8014957","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs"
"80156-94-1","80156941","                         0 lbs","        38,096 lbs","         7,837 lbs","         9,947 lbs"
"80156-97-4","80156974","                    32,510 lbs","        91,029 lbs","        82,793 lbs","        29,186 lbs"
"80157-00-2","80157002","                         0 lbs","        35,715 lbs","             0 lbs","         5,952 lbs"
"8015-86-9","8015869","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"80-15-9","80159","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"8015-91-6","8015916","                   102,734 lbs","        57,320 lbs","        68,343 lbs","        26,455 lbs"
"8016-11-3","8016113","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"8016-13-5","8016135","<1,000,000 lbs","<1,000,000 lbs","1,000,000 - <20,000,000 lbs","<1,000,000 lbs"
"8016-20-4","8016204","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8016-23-7","8016237","                         0 lbs","             0 lbs","             0 lbs","             0 lbs"
"8016-28-2","8016282","                   316,000 lbs","<1,000,000 lbs","100,000 - <500,000 lbs","<1,000,000 lbs"
"8016-60-2","8016602","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"8016-70-4","8016704","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"8016-81-7","8016817","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"8016-85-1","8016851","                         0 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8016-94-2","8016942","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8017-16-1","8017161","50,000,000 - <100,000,000 lbs","100,000,000 - <250,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"8021-29-2","8021292","                       713 lbs","         3,212 lbs","         5,490 lbs","         4,965 lbs"
"8021-56-5","8021565","<1,000,000 lbs","        92,588 lbs","             0 lbs","        42,000 lbs"
"8021-99-6","8021996","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8022-15-9","8022159","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8022-91-1","8022911","                    26,587 lbs","        34,480 lbs","        30,137 lbs","        15,037 lbs"
"8023-79-8","8023798","100,000,000 - <250,000,000 lbs","    77,397,605 lbs","    72,972,900 lbs","    74,279,800 lbs"
"80-26-2","80262","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"8027-33-6","8027336","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8029-43-4","8029434","5,000,000,000 - <10,000,000,000 lbs","5,000,000,000 - <10,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs"
"8029-76-3","8029763","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8030-12-4","8030124","<1,000,000 lbs","<1,000,000 lbs","100,000 - <500,000 lbs","<1,000,000 lbs"
"8030-30-6","8030306","10,000,000,000 - <20,000,000,000 lbs","10,000,000,000 - <20,000,000,000 lbs","10,000,000,000 - <20,000,000,000 lbs","10,000,000,000 - <20,000,000,000 lbs"
"8030-70-4","8030704","                   167,341 lbs","       169,181 lbs","       199,499 lbs","       210,643 lbs"
"8030-78-2","8030782","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"8031-18-3","8031183","<1,000,000 lbs","100,000 - <500,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8032-32-4","8032324","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","1,000,000 - <20,000,000 lbs"
"80-39-7","80397","                    52,911 lbs","        12,816 lbs","             0 lbs","        42,320 lbs"
"80398","80398","                   660,000 lbs","<1,000,000 lbs","1,000,000 - <20,000,000 lbs","<1,000,000 lbs"
"80410-33-9","80410339","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8042-47-5","8042475","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs"
"80-43-3","80433","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"80443-63-6","80443636","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"8046-19-3","8046193","                         0 lbs","             0 lbs","             0 lbs","        35,988 lbs"
"80-46-6","80466","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"80-48-8","80488","                         0 lbs","        30,800 lbs","        13,200 lbs","        11,000 lbs"
"8049-17-0","8049170","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8050-09-7","8050097","500,000,000 - <750,000,000 lbs","500,000,000 - <750,000,000 lbs","500,000,000 - <750,000,000 lbs","500,000,000 - <750,000,000 lbs"
"8050-15-5","8050155","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"8050-18-8","8050188","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8050-25-7","8050257","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"8050-26-8","8050268","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"8050-28-0","8050280","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"8050-31-5","8050315","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"80-51-3","80513","1,000,000 - <10,000,000 lbs","       825,986 lbs","       824,033 lbs","100,000 - <500,000 lbs"
"8051-30-7","8051307","1,000,000 - <20,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"8052-41-3","8052413","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"8052-42-4","8052424","30,000,000,000 - <40,000,000,000 lbs","50,000,000,000 - <60,000,000,000 lbs","30,000,000,000 - <40,000,000,000 lbs","40,000,000,000 - <50,000,000,000 lbs"
"8052-48-0","8052480","100,000,000 - <250,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs","250,000,000 - <500,000,000 lbs"
"8052-50-4","8052504","                   114,757 lbs","        64,846 lbs","        85,173 lbs","        63,172 lbs"
"80-54-6","80546","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"80546-37-8","80546378","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"80-56-8","80568","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"80584-91-4","80584914","25,000 - <100,000 lbs","100,000 - <500,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"80584-99-2","80584992","                   179,101 lbs","       347,603 lbs","       408,920 lbs","       347,876 lbs"
"8061-51-6","8061516","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"8061-53-8","8061538","                10,842,550 lbs","    11,600,394 lbs","    16,944,702 lbs","    20,203,222 lbs"
"8062-15-5","8062155","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"80-62-6","80626","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs","1,000,000,000 - <5,000,000,000 lbs"
"80693-00-1","80693001","                   134,745 lbs","       132,233 lbs","        60,054 lbs","       122,886 lbs"
"80694","80694","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"80-70-6","80706","20,000,000 - <100,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"80-71-7","80717","                    28,660 lbs","         6,338 lbs","        34,392 lbs","        26,455 lbs"
"80-73-9","80739","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"80939-62-4","80939624","100,000 - <500,000 lbs","100,000 - <500,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"81-07-2","81072","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","             0 lbs"
"81-11-8","81118","1,000,000 - <10,000,000 lbs","1,000,000 - <20,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"81-14-1","81141","                         0 lbs","        26,455 lbs","        28,660 lbs","         8,047 lbs"
"81-16-3","81163","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"811-97-2","811972","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs","100,000,000 - <250,000,000 lbs"
"812-00-0","812000","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"81-33-4","81334","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"813-44-5","813445","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"813-45-6","813456","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"813-78-5","813785","                    60,000 lbs","       130,000 lbs","       110,000 lbs","        75,000 lbs"
"81457-65-0","81457650","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"814-80-2","814802","                    25,740 lbs","             0 lbs","             0 lbs","             0 lbs"
"81-48-1","81481","                         0 lbs","        29,865 lbs","             0 lbs","         9,515 lbs"
"814-89-1","814891","                    33,382 lbs","             0 lbs","       268,000 lbs","       417,000 lbs"
"814-94-8","814948","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"815583-91-6","815583916","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"81-64-1","81641","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"81-68-5","81685","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"81-77-6","81776","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"81782-77-6","81782776","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"818-08-6","818086","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"81-83-4","81834","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"81-84-5","81845","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"818-61-1","818611","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs","10,000,000 - <50,000,000 lbs"
"82199-12-0","82199120","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","500,000 - <1,000,000 lbs"
"822-06-0","822060","20,000,000 - <100,000,000 lbs","100,000,000 - <1,000,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs"
"822-12-8","822128","<1,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"822-16-2","822162","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"82324-60-5","82324605","                         0 lbs","             0 lbs","             0 lbs","<1,000,000 lbs"
"823-40-5","823405","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"823-87-0","823870","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"82469-79-2","82469792","<1,000,000 lbs","1,000,000 - <20,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"824-72-6","824726","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"824-79-3","824793","                         0 lbs","             0 lbs","<1,000,000 lbs","             0 lbs"
"825-90-1","825901","                    23,000 lbs","       548,000 lbs","       425,000 lbs","       440,000 lbs"
"82617-81-0","82617810","                         0 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"826-36-8","826368","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"826-62-0","826620","1,000,000 - <10,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <20,000,000 lbs"
"82-71-3","82713","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"827-52-1","827521","                         0 lbs","       176,948 lbs","       702,000 lbs","             0 lbs"
"827-95-2","827952","                    38,966 lbs","        67,296 lbs","        62,170 lbs","        51,643 lbs"
"82799-44-8","82799448","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"82919-37-7","82919377","100,000 - <500,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"82929","82929","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"82933-91-3","82933913","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"82951-81-3","82951813","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"82980-54-9","82980549","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","100,000 - <500,000 lbs"
"82985-35-1","82985351","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"830-13-7","830137","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"83016-70-0","83016700","1,000,000 - <20,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"831-59-4","831594","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"833-66-9","833669","<1,000,000 lbs","1,000,000 - <20,000,000 lbs","<1,000,000 lbs","1,000,000 - <20,000,000 lbs"
"83-40-9","83409","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"83-41-0","83410","<1,000,000 lbs","1,000,000 - <20,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"83567-04-8","83567048","                    10,659 lbs","        42,637 lbs","             0 lbs","             0 lbs"
"83682-78-4","83682784","                 6,044,223 lbs","     4,777,283 lbs","     1,329,831 lbs","       999,428 lbs"
"83708-14-9","83708149","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"83713-01-3","83713013","                    19,960 lbs","        31,200 lbs","        30,800 lbs","        17,200 lbs"
"838-85-7","838857","                   180,000 lbs","       130,000 lbs","       150,000 lbs","        84,000 lbs"
"83886","83886","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"83926-73-2","83926732","                    28,215 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"839-90-7","839907","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs","1,000,000 - <10,000,000 lbs"
"84057-80-7","84057807","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"840-65-3","840653","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","1,000,000 - <20,000,000 lbs","20,000,000 - <100,000,000 lbs"
"84133-50-6","84133506","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","1,000,000 - <20,000,000 lbs"
"84235-46-1","84235461","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"84268-33-7","84268337","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"84434-51-5","84434515","<1,000,000 lbs","             0 lbs","        17,248 lbs","<1,000,000 lbs"
"84501-71-3","84501713","                   498,491 lbs","       721,051 lbs","       810,125 lbs","       664,361 lbs"
"84501-72-4","84501724","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"84-51-5","84515","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs","100,000 - <500,000 lbs"
"84539-55-9","84539559","<1,000,000 lbs","<1,000,000 lbs","             0 lbs","             0 lbs"
"84560-00-9","84560009","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"84581-18-0","84581180","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"84605-20-9","84605209","10,000,000 - <50,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs","50,000,000 - <100,000,000 lbs"
"84605-21-0","84605210","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"84605-23-2","84605232","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs","1,000,000 - <20,000,000 lbs"
"84605-24-3","84605243","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs","<1,000,000 lbs"
"84605-28-7","84605287","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs","20,000,000 - <100,000,000 lbs"
